customer_id,churn_probability,value_at_risk,expected_net_value,recommended_action,selection_reason,policy_rank,economic_scenario
f76d90aeae144c76,0.7667833200072973,492.24153637026455,118.06038409256614,contact,Highest positive expected net value within budget,19,base_case
b97cba146e1689a6,0.14348442591824873,489.1107154611077,117.27767886527693,contact,Highest positive expected net value within budget,20,base_case
441d9ed2ecded8c2,0.8956132037656908,474.0041837061956,113.5010459265489,contact,Highest positive expected net value within budget,21,base_case
9481040756b2eba8,0.8565000165451673,472.839399133925,113.20984978348125,contact,Highest positive expected net value within budget,22,base_case
d60894257264ac75,0.8179838541065211,472.4961035668204,113.1240258917051,contact,Highest positive expected net value within budget,23,base_case
6508e05c252be029,0.6311707703841548,461.4309618608996,110.3577404652249,contact,Highest positive expected net value within budget,24,base_case
87fb7aaa02ca4801,0.21832142846499775,453.15799970765863,108.28949992691466,contact,Highest positive expected net value within budget,25,base_case
6669a9394526c2a7,0.33851049295018854,451.44233254527273,107.86058313631818,contact,Highest positive expected net value within budget,26,base_case
a5ea0981e769fcf2,0.4409222472691955,446.2624770669963,106.56561926674908,contact,Highest positive expected net value within budget,27,base_case
803b18bc83963a6a,0.44823716321662277,432.88279919063734,103.22069979765934,contact,Highest positive expected net value within budget,28,base_case
75334c6303bce711,0.6221219443268244,386.9293653960128,91.7323413490032,contact,Highest positive expected net value within budget,29,base_case
1a2e7ae63c280764,0.6968710872502114,386.88470899304883,91.72117724826221,contact,Highest positive expected net value within budget,30,base_case
863839de9914cad5,0.637204608450736,383.91513938695994,90.97878484673998,contact,Highest positive expected net value within budget,31,base_case
014750d57abbf1f5,0.2797732010750374,380.7699277971205,90.19248194928012,contact,Highest positive expected net value within budget,32,base_case
e3eb820e63d2440a,0.35843070001689925,365.96330039310436,86.49082509827609,contact,Highest positive expected net value within budget,33,base_case
6177136ac1e3c0ff,0.7534460630356856,362.6882149786456,85.6720537446614,contact,Highest positive expected net value within budget,34,base_case
de127552b207792b,0.5530306479570605,362.2444759328898,85.56111898322246,contact,Highest positive expected net value within budget,35,base_case
0eb36a442a51b978,0.7760901886274281,360.4162835985776,85.1040708996444,contact,Highest positive expected net value within budget,36,base_case
ca8d739af165e32a,0.626218961208362,340.5291040396503,80.13227600991257,contact,Highest positive expected net value within budget,37,base_case
7db40a2de6c57485,0.8372907523167494,327.3471925257563,76.83679813143908,contact,Highest positive expected net value within budget,38,base_case
896210db2e34a377,0.7466070264243767,324.742698999494,76.1856747498735,contact,Highest positive expected net value within budget,39,base_case
c94f1f21975acc3b,0.8375036461968156,316.9180797500446,74.22951993751116,contact,Highest positive expected net value within budget,40,base_case
8b4809fab0aa7a5f,0.7836060486147158,308.6976848215242,72.17442120538105,contact,Highest positive expected net value within budget,41,base_case
869471bdd79d9074,0.368907803210691,307.19930379032746,71.79982594758187,contact,Highest positive expected net value within budget,42,base_case
0e4d6132757daa0d,0.5071489099268185,304.94508949662645,71.23627237415661,contact,Highest positive expected net value within budget,43,base_case
dd6110868bb59dc3,0.6454630613842658,304.7528025803355,71.18820064508388,contact,Highest positive expected net value within budget,44,base_case
4f5f5ea2ba1fbb0a,0.3499204332022608,304.0449896083614,71.01124740209035,contact,Highest positive expected net value within budget,45,base_case
96239025163c6bd9,0.12899808492493836,298.86656859760245,69.71664214940061,contact,Highest positive expected net value within budget,46,base_case
4a2f65dad580dd3a,0.20365224230781648,293.632523483406,68.4081308708515,contact,Highest positive expected net value within budget,47,base_case
0f63e4b00c734117,0.6293878315683175,292.2895971438213,68.07239928595533,contact,Highest positive expected net value within budget,48,base_case
ce5cd27f42f7a3c3,0.30834888345185496,286.51516153795427,66.62879038448857,contact,Highest positive expected net value within budget,49,base_case
525f38ab69856ceb,0.8071951777657251,281.45483257129746,65.36370814282436,contact,Highest positive expected net value within budget,50,base_case
2787c6086620e774,0.4639784148260958,278.4121037300581,64.60302593251453,contact,Highest positive expected net value within budget,51,base_case
d50750d8ed445a7b,0.8325788238744553,277.0014724395029,64.25036810987572,contact,Highest positive expected net value within budget,52,base_case
4a7874f73d173fb3,0.5948896083637362,275.4377554548642,63.85943886371605,contact,Highest positive expected net value within budget,53,base_case
825bc79741725c0e,0.809311197804255,273.8089970303279,63.45224925758197,contact,Highest positive expected net value within budget,54,base_case
3ffd9952b893d62c,0.48124947065801676,270.05747170498205,62.51436792624551,contact,Highest positive expected net value within budget,55,base_case
a60d23a155e615d9,0.41570794264465716,269.7036225909146,62.425905647728655,contact,Highest positive expected net value within budget,56,base_case
2379cbc3b7c391c8,0.5401688278022622,269.69765302042464,62.42441325510616,contact,Highest positive expected net value within budget,57,base_case
eae030c6e002d9e8,0.8630694075516437,268.0464866462404,62.0116216615601,contact,Highest positive expected net value within budget,58,base_case
8809d384c9a1b4ad,0.27669798629250536,266.2244141153614,61.55610352884035,contact,Highest positive expected net value within budget,59,base_case
6040150cc65c178a,0.33677232992625167,265.58808900508,61.39702225127,contact,Highest positive expected net value within budget,60,base_case
f3e5c0b1a432370a,0.21080774052186657,264.18088749815485,61.04522187453871,contact,Highest positive expected net value within budget,61,base_case
234c4dddbcdf4904,0.6378267468426174,263.6039081554777,60.90097703886943,contact,Highest positive expected net value within budget,62,base_case
bdff09fba9bd32f0,0.6688507160390249,261.6654361512812,60.4163590378203,contact,Highest positive expected net value within budget,63,base_case
072d08ea1bc4b567,0.3391398114187547,261.07186166902585,60.26796541725646,contact,Highest positive expected net value within budget,64,base_case
47838196514e8dea,0.4788504457841738,258.53758073467066,59.634395183667664,contact,Highest positive expected net value within budget,65,base_case
1aeae7991aca5f29,0.7733821069405203,258.5095429927779,59.62738574819447,contact,Highest positive expected net value within budget,66,base_case
7d6238b5c40e6777,0.627457554395078,257.86623112974524,59.46655778243631,contact,Highest positive expected net value within budget,67,base_case
74ea98b1da102ffe,0.5798582322453442,254.66329815397475,58.66582453849369,contact,Highest positive expected net value within budget,68,base_case
76be25340f79d31a,0.8232580731002017,254.64113133255026,58.660282833137565,contact,Highest positive expected net value within budget,69,base_case
0c1401228cfe0276,0.09163873634260404,254.13116904426437,58.53279226106609,contact,Highest positive expected net value within budget,70,base_case
b2d475dfd7e0414f,0.8281246759473696,252.54904180028956,58.13726045007239,contact,Highest positive expected net value within budget,71,base_case
8aef663f9b0fcc55,0.37710138873181964,248.5265961860677,57.13164904651693,contact,Highest positive expected net value within budget,72,base_case
e98da5949f2d2857,0.7661092989800271,247.7540014703984,56.9385003675996,contact,Highest positive expected net value within budget,73,base_case
4bad93705fece457,0.5172454100528558,245.65924193697822,56.414810484244555,contact,Highest positive expected net value within budget,74,base_case
0347881af1a4f0b9,0.6423694627004677,242.88888701952467,55.72222175488117,contact,Highest positive expected net value within budget,75,base_case
a90cf980b1b5b9b0,0.2442130793654889,241.9570389383105,55.48925973457762,contact,Highest positive expected net value within budget,76,base_case
5314f48d504db43e,0.7958749400816502,241.21218509006636,55.30304627251659,contact,Highest positive expected net value within budget,77,base_case
a6e4fd2b96fade58,0.7013763053558305,240.72918102944956,55.18229525736239,contact,Highest positive expected net value within budget,78,base_case
e892bebd6d0ae66b,0.4628610832787989,239.39522372991937,54.84880593247984,contact,Highest positive expected net value within budget,79,base_case
dd944aa53c261ad0,0.3134171226958784,239.19994804149437,54.79998701037359,contact,Highest positive expected net value within budget,80,base_case
eb1b4787ca2c2505,0.7851652829508449,236.42111834932885,54.10527958733221,contact,Highest positive expected net value within budget,81,base_case
ac9c2c56aa9a0ece,0.49440590703031445,235.46526287635052,53.86631571908763,contact,Highest positive expected net value within budget,82,base_case
57cfa8d67dfe18c8,0.757227818771641,235.34640607422605,53.83660151855651,contact,Highest positive expected net ank,1089,base_case
8f299ff2a1ea894d,0.5262496907063892,56.35265875475763,9.088164688689407,do_not_contact,Below the budget-constrained value rank,1090,base_case
40052b042719ae14,0.46297704495564956,56.339908089175466,9.084977022293867,do_not_contact,Below the budget-constrained value rank,1091,base_case
f6641f8cd45408f8,0.6797226581389959,56.28103609390886,9.070259023477215,do_not_contact,Below the budget-constrained value rank,1092,base_case
6be30de1015a148f,0.21384165320929097,56.26590887160203,9.066477217900507,do_not_contact,Below the budget-constrained value rank,1093,base_case
459e8232547af16e,0.49056216471065034,56.24344274624077,9.060860686560192,do_not_contact,Below the budget-constrained value rank,1094,base_case
1ebab95775686cf9,0.5494146409711367,56.24137913765137,9.060344784412843,do_not_contact,Below the budget-constrained value rank,1095,base_case
3742aa96b1751380,0.3054168502203514,56.20647377975172,9.05161844493793,do_not_contact,Below the budget-constrained value rank,1096,base_case
864f6f750d48da37,0.560784535547979,56.14350456092146,9.035876140230364,do_not_contact,Below the budget-constrained value rank,1097,base_case
62af8e2be153ec59,0.4304396376861336,56.074878140104516,9.018719535026129,do_not_contact,Below the budget-constrained value rank,1098,base_case
d4b4f4ffeba37f97,0.37505118508149554,56.02589612984397,9.006474032460993,do_not_contact,Below the budget-constrained value rank,1099,base_case
6eb27dc40e11466a,0.8165433244919721,56.01568860347378,9.003922150868444,do_not_contact,Below the budget-constrained value rank,1100,base_case
e84b083c91d4c98d,0.23172575168295176,55.97011115849344,8.99252778962336,do_not_contact,Below the budget-constrained value rank,1101,base_case
54ed394921b6369e,0.4023289272651926,55.90883471955296,8.97720867988824,do_not_contact,Below the budget-constrained value rank,1102,base_case
e71f7fd8dce6c278,0.733703149832161,55.890571141614686,8.972642785403671,do_not_contact,Below the budget-constrained value rank,1103,base_case
d81799be26354962,0.5023269810651783,55.842685831053736,8.960671457763434,do_not_contact,Below the budget-constrained value rank,1104,base_case
7a8b313212727793,0.7064170329687786,55.82001431964342,8.955003579910855,do_not_contact,Below the budget-constrained value rank,1105,base_case
4d8c753439c7cf6b,0.3066242321696767,55.80683675180984,8.95170918795246,do_not_contact,Below the budget-constrained value rank,1106,base_case
850ab1c27ee3fd87,0.30355486787523606,55.790956276525385,8.947739069131346,do_not_contact,Below the budget-constrained value rank,1107,base_case
d430aa9a3f0228bd,0.47049409665635833,55.769076758968126,8.942269189742031,do_not_contact,Below the budget-constrained value rank,1108,base_case
0e918c16a6c6e4b6,0.32329138197417606,55.72023955739516,8.93005988934879,do_not_contact,Below the budget-constrained value rank,1109,base_case
93b0d9b9fdc122ff,0.6120163884792703,55.690125261476965,8.922531315369241,do_not_contact,Below the budget-constrained value rank,1110,base_case
12a1fc94a493181d,0.6879060860574281,55.67395930984279,8.918489827460698,do_not_contact,Below the budget-constrained value rank,1111,base_case
34d97e437320b4f3,0.6630783452133279,55.65979091472457,8.914947728681142,do_not_contact,Below the budget-constrained value rank,1112,base_case
428ffaac08c9f5b8,0.36585934268383136,55.65434027939308,8.91358506984827,do_not_contact,Below the budget-constrained value rank,1113,base_case
6376c3798421de8b,0.5324549457851229,55.64580147411162,8.911450368527905,do_not_contact,Below the budget-constrained value rank,1114,base_case
36e992ae34ece48d,0.7580692548104372,55.63963006069426,8.909907515173565,do_not_contact,Below the budget-constrained value rank,1115,base_case
050b040b257a5d1e,0.42729696027956027,55.62765477399456,8.90691369349864,do_not_contact,Below the budget-constrained value rank,1116,base_case
f91910a56c2903fe,0.5411281898135146,55.62689565644967,8.906723914112417,do_not_contact,Below the budget-constrained value rank,1117,base_case
5aea8d31cd5f967d,0.17416332734079534,55.61174372653467,8.902935931633667,do_not_contact,Below the budget-constrained value rank,1118,base_case
e57ccd8b187aa8ec,0.7995247933297286,55.57256980996944,8.89314245249236,do_not_contact,Below the budget-constrained value rank,1119,base_case
35c524f57d2a8ac9,0.6385373164352777,55.56711361948895,8.891778404872237,do_not_contact,Below the budget-constrained value rank,1120,base_case
c2205fe8dbbf5cd1,0.7638256153857765,55.55227318139214,8.888068295348035,do_not_contact,Below the budget-constrained value rank,1121,base_case
c7518d6b86bc1c83,0.6538434035906738,55.54857403885287,8.887143509713217,do_not_contact,Below the budget-constrained value rank,1122,base_case
88681df8caf9bfca,0.7553625451583544,55.453430527710275,8.863357631927569,do_not_contact,Below the budget-constrained value rank,1123,base_case
823777bd940634f9,0.5114798799954305,55.43853697288473,8.859634243221182,do_not_contact,Below the budget-constrained value rank,1124,base_case
55fdbddca4ab0cfc,0.28963915088368086,55.427375387157355,8.856843846789339,do_not_contact,Below the budget-constrained value rank,1125,base_case
bd3739089c167d62,0.6586747526513111,55.36918771999819,8.842296929999547,do_not_contact,Below the budget-constrained value rank,1126,base_case
14603e83a363d731,0.07962216535265801,55.366626254781735,8.841656563695434,do_not_contact,Below the budget-constrained value rank,1127,base_case
1b0d6e27020350db,0.5102286755364098,55.283787223045536,8.820946805761384,do_not_contact,Below the budget-constrained value rank,1128,base_case
ef14f28a5649d687,0.46648322163158784,55.270564790186235,8.817641197546559,do_not_contact,Below the budget-constrained value rank,1129,base_case
6d2330829f8e185d,0.4164364473303001,55.231966009417704,8.807991502354426,do_not_contact,Below the budget-constrained value rank,1130,base_case
b55276e21305008c,0.5427943396635109,55.1940424286841,8.798510607171025,do_not_contact,Below the budget-constrained value rank,1131,base_case
f68268c22e7b5320,0.11941836944286187,55.16931627950637,8.792329069876592,do_not_contact,Below the budget-constrained value rank,1132,base_case
a9115d68da953894,0.6946248740986056,55.12681925821352,8.78170481455338,do_not_contact,Below the budget-constrained value rank,1133,base_case
ce52968de4eeab30,0.3165033656022792,55.100070917700776,8.775017729425194,do_not_contact,Below the budget-constrained value rank,1134,base_case
97d0337903a2f4fd,0.5819640700919598,55.05234612052417,8.763086530131043,do_not_contact,Below the budget-constrained value rank,1135,base_case
c58a66492f431264,0.4412445527743512,55.001133503322876,8.750283375830719,do_not_contact,Below the budget-constrained value rank,1136,base_case
a74b4318c2d0496f,0.29051256395355485,54.90948920029744,8.72737230007436,do_not_contact,Below the budget-constrained value rank,1137,base_case
b11311e60e27bfc2,0.5027499642700414,54.86636047570029,8.716590118925073,do_not_contact,Below the budget-constrained value rank,1138,base_case
163a2b3480a5f50d,0.6493652141679269,54.8535030538002,8.71337576345005,do_not_contact,Below the budget-constrained value rank,1139,base_case
e5bb66a1bdc43075,0.7259022504449244,54.834655998609584,8.708663999652396,do_not_contact,Below the budget-constrained value rank,1140,base_case
b851b314ede864c4,0.6120448804926915,54.82422619257308,8.70605654814327,do_not_contact,Below the budget-constrained value rank,1141,base_case
1dd95957c5d21eae,0.599116479042712,54.82005650712671,8.705014126781677,do_not_contact,Below the budget-constrained value rank,1142,base_case
e6ef264c157f6c87,0.3380705116517348,54.76792999334851,8.691982498337127,do_not_contact,Below the budget-constrained value rank,1143,base_case
10b733145ef038ba,0.6294540967366886,54.7596738726566,8.68991846816415,do_not_contact,Below the budget-constrained value rank,1144,base_case
2378491a5f93f77f,0.7938369105983399,54.7033015093316,8.6758253773329,do_not_contact,Below the budget-constrained value rank,1145,base_case
5f87618cdb26dab8,0.7292227525589021,54.64357774024877,8.660894435062193,do_not_contact,Below the budget-constrained value rank,1146,base_case
bef16100b0b4ae00,0.6115064683935738,54.63840870420002,8.659602176050004,do_not_contact,Below the budget-constrained value rank,1147,base_case
16c5bc595d73fc08,0.8039029445799231,54.6119406856202,8.65298517140505,do_not_contact,Below the budget-constrained value rank,1148,base_case
a245c7613d2db1e7,0.6620843937950662,54.55442987992588,8.63860746998147,do_not_contact,Below the budget-constrained value rank,1149,base_case
775cd51f9978d54b,0.5274467936560361,54.49975857149407,8.624939642873517,do_not_contact,Below the budget-constrained value rank,1150,base_case
1bafba8dd1b54a99,0.695310531839437,54.49391996711811,8.623479991779528,do_not_contact,Below the budget-constrained value rank,1151,base_case
86a0546cf530528e,0.7373083742150505,54.38128510279237,8.595321275698092,do_not_contact,Below the budget-constrained value rank,1152,base_case
97cab65988f480c1,0.5778983345928167,54.36520792848464,8.59130198212116,do_not_contact,Below the budget-constrained value rank,1153,base_case
1deabc63541ed089,0.5124039309056163,54.360420625845926,8.590105156461481,do_not_contact,Below the budget-constrained value rank,1154,base_case
4f426c9411ea2ad7,0.40283257571337916,54.24825447359363,8.562063618398408,do_not_contact,Below the budget-constrained value rank,1155,base_case
6fe04ed9c5916e2a,0.6639950048082056,54.18996033240728,8.54749008310182,do_not_contact,Below the budget-constrained value rank,1156,base_case
7cf5c401e40a2ef7,0.6141250827414192,54.11608816609112,8.52902204152278,do_not_contact,Below the budget-constrained value rank,1157,base_case
a885f4cf8f5781b9,0.4947171284251878,54.06318251143294,8.515795627858235,do_not_contact,Below the budget-constrained value rank,1158,base_case
28b3caa80d1bca10,0.5615442494109648,54.00342969372778,8.500857423431945,do_not_contact,Below the budget-constrained value rank,1159,base_case
823a9c4d032f952f,0.566859206762027,53.98058511193092,8.49514627798273,do_not_contact,Below the budget-constrained value rank,1160,base_case
ffb8908ff3603416,0.38741138637660544,53.9538152522039,8.488453813050976,do_not_contact,Below the budget-constrained value rank,1161,base_case
0e9c8ee9ad62a754,0.7630548525601042,53.91554824476556,8.47888706119139,do_not_contact,Below the budget-constrained value rank,1162,base_case
d559ad3fc0fbdedd,0.5831124010192464,53.8927058832013,8.473176470800325,do_not_contact,Below the budget-constrained value rank,1163,base_case
cad2b4047717b481,0.3754891423573025,53.77642850098579,8.444107125246447,do_not_contact,Below the budget-constrained value rank,1164,base_case
74d67adcb2848e90,0.4806224828836895,53.7492138170902,8.43730345427255,do_not_contact,Below the budget-constrained value rank,1165,base_case
385aba74acad38b6,0.629105800360464,53.73098275008669,8.432745687521672,do_not_contact,Below the budget-constrained value rank,1166,base_case
a3a70c46e1743e61,0.7458295361802905,53.722101491066326,8.430525372766581,do_not_contact,Below the budget-constrained value rank,1167,base_case
0daaf3d6cb5677c4,0.7179762188177072,53.68451783343761,8.421129458359403,do_not_contact,Below the budget-constrained value rank,1168,base_case
07cdb5a500be18dc,0.5869113797214462,53.6152349046237,8.403808726155924,do_not_contact,Below the budget-constrained value rank,1169,base_case
c8b7c5b41152591f,0.5549335901671574,53.58660720090138,8.396651800225346,do_not_contact,Below the budget-constrained value rank,1170,base_case
de5a004eb7df3d09,0.6029188060093245,53.54823375571815,8.387058438929538,do_not_contact,Below the budget-constrained value rank,1171,base_case
aedf0dcc546cfb6e,0.5614160401720609,53.52540527000429,8.381351317501073,do_not_contact,Below the budget-constrained value rank,1172,base_case
c9c4ade6078a64d5,0.5640836611701072,53.51743735351392,8.37935933837848,do_not_contact,Below the budget-constrained value rank,1173,base_case
f86b4802f83c2b7a,0.697184551392147,53.51030868845006,8.377577172112515,do_not_contact,Below the budget-constrained value rank,1174,base_case
62044736d9f7849d,0.6312436216723868,53.50357812932983,8.375894532332458,do_not_contact,Below the budget-constrained value rank,1175,base_case
c2200facf049f086,0.39793795744704746,53.46256664505338,8.365641661263345,do_not_contact,Below the budget-constrained value rank,1176,base_case
d834a51f1543304e,0.5656351118480026,53.43130675294194,8.357826688235486,do_not_contact,Below the budget-constrained value rank,1177,base_case
70e079ac6c665b4e,0.1371113646260262,53.42612878335424,8.35653219583856,do_not_contact,Below the budget-constrained value rank,1178,base_case
0214b85494232338,0.2893458283485533,53.41859281096739,8.354648202741847,do_not_contact,Below the budget-constrained value rank,1179,base_case
7d00577423b86cf3,0.6289262773599508,53.406218231436256,8.351554557859064,do_not_contact,Below the budget-constrained value rank,1180,base_case
defb9c30126e7b19,0.7808739126275157,53.24662079120136,8.31165519780034,do_not_contact,Below the budget-constrained value rank,1181,base_case
9bf38e85fd0d9435,0.6350336531345693,53.21899530094258,8.304748825235645,do_not_contact,Below the budget-constrained value rank,1182,base_case
a8b3d19186d23168,0.5801711920967653,53.189224634643296,8.297306158660824,do_not_contact,Below the budget-constrained value rank,1183,base_case
118ac09c8e76f626,0.5779563440576065,53.081533485454784,8.270383371363696,do_not_contact,Below the budget-constrained value rank,1184,base_case
cf4ca2f867647f6b,0.49997289424118513,53.02887506834994,8.257218767087485,do_not_contact,Below the budget-constrained value rank,1185,base_case
8d5b437523f41ea4,0.5138508887981308,52.94770943264819,8.236927358162047,do_not_contact,Below the budget-constrained value rank,1186,base_case
f696ec1e3045dd56,0.6880810807478506,52.826048812254726,8.206512203063681,do_not_contact,Below the budget-constrained value rank,1187,base_case
3975a27b3e436ee3,0.6861461323590129,52.81952926899682,8.204882317249204,do_not_contact,Below the budget-constrained value rank,1188,base_case
7a7ca3b147e76faf,0.7695754262919107,52.80172436102743,8.200431090256858,do_not_contact,Below the budget-constrained value rank,1189,base_case
5a9837402a391eb5,0.6560212468473174,52.797245967518954,8.199311491879739,do_not_contact,Below the budget-constrained value rank,1190,base_case
d95d69ca3a66bfcb,0.5265105805860437,52.790320107169386,8.197580026792346,do_not_contact,Below the budget-constrained value rank,1191,base_case
9f6ac00ad74ce858,0.0371039960601573,52.76449822926592,8.19112455731648,do_not_contact,Below the budget-constrained value rank,1192,base_case
dc1313d58addfdcd,0.6559950593673646,52.75479467679377,8.188698669198443,do_not_contact,Below the budget-constrained value rank,1193,base_case
cc73ad4312a0a4ea,0.634832108034509,52.74693019237127,8.186732548092818,do_not_contact,Below the budget-constrained value rank,1194,base_case
fdabe8c427e9a902,0.38423602005689084,52.746191771319715,8.186547942829929,do_not_contact,Below the budget-constrained value rank,1195,base_case
3351d1663f48add8,0.38085899026378806,52.732212355963036,8.183053088990759,do_not_contact,Below the budget-constrained value rank,1196,base_case
21feba23611eeda7,0.6936184737256299,52.72887637262238,8.182219093155595,do_not_contact,Below the budget-constrained value rank,1197,base_case
c1a9b938313b64cc,0.6031381335698903,52.711860321474134,8.177965080368534,do_not_contact,Below the budget-constrained value rank,1198,base_case
f858a8066155e394,0.15595155421603812,52.706634875285964,8.176658718821491,do_not_contact,Below the budget-constrained value rank,1199,base_case
260f85ca6190e52a,0.2743555405627698,52.633464323724006,8.158366080931001,do_not_contact,Below the budget-constrained value rank,1200,base_case
96a624676760591c,0.6418352576694742,52.60674322436312,8.15168580609078,do_not_contact,Below the budget-constrained value rank,1201,base_case
e5b9fdc404c95341,0.633739179110669,52.605738649207964,8.151434662301991,do_not_contact,Below the budget-constrained value rank,1202,base_case
8a43b1674dbd4bd2,0.48082834488122705,52.601659273316486,8.150414818329121,do_not_contact,Below the budget-constrained value rank,1203,base_case
5a0a14af83ec34ac,0.0707882307514346,52.58032979635822,8.145082449089555,do_not_contact,Below the budget-constrained value rank,1204,base_case
dce66f6e60c3d884,0.3740691259753437,52.56194916729944,8.14048729182486,do_not_contact,Below the budget-constrained value rank,1205,base_case
1c52e4bc1a1466a3,0.14691648719265438,52.541522939978194,8.135380734994548,do_not_contact,Below the budget-constrained value rank,1206,base_case
e3d887e10d4c3784,0.639996426280991,52.53570664234084,8.13392666058521,do_not_contact,Below the budget-constrained value rank,1207,base_case
3dc2d4ee6a840f33,0.539278778949675,52.52791018481415,8.131977546203537,do_not_contact,Below the budget-constrained value rank,1208,base_case
5403d3199ad203e8,0.7001106943435665,52.50830207576749,8.127075518941872,do_not_contact,Below the budget-constrained value rank,1209,base_case
5df819b835dfa759,0.7021120401445073,52.49832146568511,8.124580366421277,do_not_contact,Below the budget-constrained value rank,1210,base_case
01c26cf133cb3bf9,0.4972812319833602,52.49201228569954,8.123003071424884,do_not_contact,Below the budget-constrained value rank,1211,base_case
73d62cb6a5333b24,0.7720489296668398,52.46188284425626,8.115470711064065,do_not_contact,Below the budget-constrained value rank,1212,base_case
14150bb52b42fecd,0.572043976534918,52.39093361293874,8.097733403234685,do_not_contact,Below the budget-constrained value rank,1213,base_case
b5fd4cb4afc0eab1,0.6711803149321729,52.382267678881426,8.095566919720357,do_not_contact,Below the budget-constrained value rank,1214,base_case
819f6fb3a59f3988,0.43183154409502145,52.372313752072145,8.093078438018036,do_not_contact,Below the budget-constrained value rank,1215,base_case
95e4a862f0ef451c,0.08459609290881447,52.34941582946092,8.08735395736523,do_not_contact,Below the budget-constrained value rank,1216,base_case
af2ea1db8c00d00e,0.5780843074365948,52.32067641316388,8.08016910329097,do_not_contact,Below the budget-constrained value rank,1217,base_case
7a31e960dd88a18a,0.7313807906964682,52.32042193365789,8.080105483414473,do_not_contact,Below the budget-constrained value rank,1218,base_case
13a999c724179668,0.03642529693908255,52.29987844869799,8.074969612174497,do_not_contact,Below the budget-constrained value rank,1219,base_case
31441d69f1eb238c,0.3970780957673155,52.29280274398084,8.07320068599521,do_not_contact,Below the budget-constrained value rank,1220,base_case
56a87fbbc58b5109,0.30580106255270667,52.2598725849448,8.0649681462362,do_not_contact,Below the budget-constrained value rank,1221,base_case
06c70ea5fd0cbc1b,0.48910482982788783,52.25767188571593,8.064417971428982,do_not_contact,Below the budget-constrained value rank,1222,base_case
7296e834e9528fc3,0.4150163847572684,52.24537513613062,8.061343784032655,do_not_contact,Below the budget-constrained value rank,1223,base_case
606a5b42e9440382,0.7605260452126007,52.2139156340711,8.053478908517775,do_not_contact,Below the budget-constrained value rank,1224,base_case
5124ba4c7da2d877,0.5531501539049078,52.024601699987436,8.006150424996859,do_not_contact,Below the budget-constrained value rank,1225,base_case
916b49497a788711,0.28186470392381796,52.01080262683858,8.002700656709646,do_not_contact,Below the budget-constrained value rank,1226,base_case
115a9935d4982b29,0.7527850655924923,51.9884658074159,7.997116451853975,do_not_contact,Below the budget-constrained value rank,1227,base_case
2ea37620d100841c,0.45506732628665614,51.98211314806158,7.995528287015395,do_not_contact,Below the budget-constrained value rank,1228,base_case
1567f288768873f3,0.5406559991161427,51.951634955070155,7.987908738767539,do_not_contact,Below the budget-constrained value rank,1229,base_case
0a131080ebf1828f,0.6257397166400877,51.93702222084392,7.98425555521098,do_not_contact,Below the budget-constrained value rank,1230,base_case
d2e8261c54613655,0.5593002654106587,51.872303115511535,7.968075778877884,do_not_contact,Below the budget-constrained value rank,1231,base_case
